,castTotalLikes,directorLikes,actor1likes,movieLikes,fbPosters,year,duration,genre,contentRating,criticReviews,userReviews,userVotes,rating
2185,861,0,304,264,0,2005,68,3,2,45,32,4180,6.4
2186,25263,0,21000,0,1,1995,103,4,0,45,76,9105,6.6
2187,537,0,264,0,1,2004,99,0,3,377,354,99353,7.8
2188,8189,0,3000,422,1,2002,88,4,2,43,75,3875,4.0
2189,904,395,283,0,0,2007,128,2,0,201,230,68119,7.6
2190,7567,0,6000,0,0,2003,124,2,3,192,559,189683,7.7
2191,2915,2,787,269,0,2004,84,0,0,77,138,13210,5.8
2192,44061,308,17000,19000,1,2008,122,2,0,350,1535,348010,5.2
2193,2698,13,651,401,3,2003,101,4,0,81,92,14147,5.6
2194,1189,143,302,1000,2,2000,98,4,0,81,158,23076,5.3
2195,2327,909,1000,10000,0,2009,105,6,3,222,188,35137,7.4
2196,1934,126,940,1000,6,1965,225,7,2,27,100,6484,6.6
2197,9941,53,8000,0,0,2015,111,6,0,155,81,20186,6.2
2198,2857,82,869,0,0,2008,88,4,0,111,359,74945,1.9
2199,137712,190,137000,0,6,2009,88,0,0,107,110,26236,5.7
2200,15183,36,13000,0,1,1997,94,0,1,34,100,23928,6.6
2201,15713,20,11000,0,1,2011,117,4,3,151,91,58957,6.0
2202,1414,4,788,10000,2,2012,95,0,0,289,236,82082,6.1
2203,1189,272,1000,713,1,2004,99,4,0,76,176,26390,4.8
2204,30541,83,26000,0,0,2009,96,0,3,150,223,112516,6.2
2205,4302,11000,1000,979,4,1994,98,4,3,67,86,29385,7.5
2206,908,6,541,0,0,2006,123,7,1,36,177,5796,6.3
2207,3431,176,3000,983,2,2002,101,2,3,149,199,24019,7.1
2208,13156,563,12000,0,1,2005,102,4,3,156,316,69172,6.6
2209,2880,394,922,977,2,2002,94,0,3,64,88,21542,6.1
2210,500,192,346,0,3,2008,102,4,0,210,147,60516,6.7
2211,2799,212,969,0,1,2009,108,0,0,113,113,22823,5.6
2212,20258,198,17000,25000,0,2010,116,2,3,390,366,92237,7.2
2213,1151,18,400,444,0,1994,93,0,1,5,26,6701,4.3
2214,1778,1000,734,0,2,2008,102,4,0,248,235,79855,6.4
2215,5637,350,5000,0,1,2005,103,4,3,137,180,13505,7.1
2216,27214,214,14000,0,3,2016,115,0,3,214,106,32567,6.3
2217,11867,11000,11000,0,2,1997,96,4,3,104,131,35586,7.4
2218,4843,4,2000,311,2,1999,98,4,0,81,121,16372,6.1
2219,16926,53,14000,25000,1,2015,101,4,3,175,129,61360,6.6
2220,24887,277,22000,855,0,1989,106,4,0,20,42,17349,6.0
2221,1614,11000,1000,0,0,1996,101,4,3,69,140,30083,6.8
2222,24324,0,22000,0,0,2007,87,4,3,168,199,89547,7.4
2223,3309,0,856,0,0,2007,111,0,3,166,299,60156,6.8
2224,23409,52,22000,10000,1,2009,99,1,0,160,117,49855,7.2
2225,1343,84,650,0,3,2004,88,4,1,32,129,25371,1.9
2226,1019,10,688,676,2,2005,83,0,0,72,76,21933,5.5
2227,2700,10,716,233,3,2007,91,0,0,53,26,9785,4.5
2228,2730,54,786,924,3,2004,108,4,0,76,117,6838,6.3
2229,2172,189,683,548,0,1969,154,4,2,15,64,3454,7.0
2230,707,0,204,18000,0,2014,148,4,3,401,242,61935,6.7
2231,2185,3,787,346,0,2006,77,1,2,31,114,3851,2.8
2232,3177,9,997,0,19,2013,110,2,0,65,25,7894,5.0
2233,2907,119,885,797,2,2008,83,4,0,45,205,8560,4.3
2234,2848,0,2000,48000,7,2013,107,0,3,260,164,59248,5.6
2235,1267,17,669,0,0,2003,100,2,0,129,213,15169,6.2
2236,4218,29,1000,847,4,2008,87,1,3,58,120,18571,5.3
2237,1690,608,1000,608,1,1999,154,7,3,103,202,10037,7.4
2238,5705,38,1000,15000,0,2015,106,2,0,45,122,15978,7.4
2239,23755,0,13000,36000,3,2011,99,7,3,345,190,80617,6.5
2240,39507,0,21000,0,0,2006,100,3,3,232,293,89383,7.1
2241,21200,150,18000,13000,2,2012,116,7,1,116,75,24997,7.2
2242,838,892,310,1000,0,2005,94,11,3,148,521,37626,2.3
2243,1573,650,690,1000,3,2009,111,4,1,79,39,11958,6.4
2244,2295,143,829,0,1,2004,100,2,3,167,361,29649,6.1
2245,3979,78,1000,0,0,2014,125,0,3,350,180,45799,7.0
2246,3493,329,1000,971,0,2008,114,2,3,25,102,6904,6.5
2247,64,18,20,0,0,2008,119,7,0,99,45,14301,7.0
2248,36398,162,23000,0,0,2007,135,7,3,231,230,48346,7.0
2249,30134,19,15000,0,3,2012,93,0,0,119,113,28629,4.9
2250,3014,0,975,0,4,2008,114,1,0,182,105,41737,6.9
2251,24732,0,22000,13000,0,2008,124,4,3,245,274,55842,7.5
2252,2710,6000,893,11000,0,1997,134,1,0,174,570,221552,8.4
2253,1776,22,572,235,5,2003,114,4,0,69,53,4293,6.9
2254,1462,42,801,1000,0,1980,124,7,1,26,74,2998,4.5
2255,2129,214,1000,0,1,2005,104,6,3,168,232,43205,7.4
2256,3384,14,2000,0,4,2015,118,7,1,27,20,2302,7.0
2257,2467,121,836,241,2,2003,80,4,3,28,66,4518,2.8
2258,25088,110,23000,20000,2,2002,107,0,3,146,1137,261317,7.5
2259,1003,55,991,1000,4,2008,125,2,3,67,33,8087,7.1
2260,11433,115,9000,401,2,2000,115,6,3,93,138,16215,6.4
2261,1978,12,979,831,0,2012,88,1,2,28,83,14015,6.7
2262,22319,11000,11000,0,0,2015,122,2,3,131,61,7976,5.3
2263,991,78,488,973,1,2004,103,0,0,105,79,13727,6.9
2264,20354,25,18000,445,0,2005,101,2,1,21,46,2613,6.2
2265,39515,46,33000,0,2,2010,101,6,3,140,67,41249,6.3
2266,1592,58,699,399,1,1994,107,0,3,9,25,3843,6.4
2267,82,0,46,1000,1,2008,86,4,1,83,66,11391,6.5
2268,1577,14,403,0,1,2010,107,0,0,138,75,13026,5.1
2269,15612,3,14000,217,3,2002,100,6,3,42,81,9868,5.5
2270,3785,278,3000,0,2,2010,110,4,0,92,36,6147,5.4
2271,10982,448,9000,0,1,2015,106,6,3,140,62,20821,5.7
2272,1113,10,483,314,3,2008,102,0,3,29,29,5154,6.2
2273,20472,5,18000,0,1,2007,98,6,3,29,118,25450,6.7
2274,15680,0,12000,1000,0,2012,83,1,2,39,11,5203,5.8
2275,1092,2,729,70,4,2014,98,3,1,2,3,50,4.8
2276,17957,160,14000,0,2,2015,96,0,0,64,101,21833,5.6
2277,16355,17,12000,11000,3,2013,105,6,3,120,133,43879,6.4
2278,2608,43,2000,0,0,2006,125,2,0,143,220,77656,7.5
2279,1601,34,486,0,2,2008,184,0,3,160,110,29602,7.4
2280,2398,0,933,0,1,1990,236,1,0,92,382,186485,8.0
2281,5547,52,3000,16000,0,2011,97,4,3,286,296,160418,5.7
2282,15914,17,14000,0,1,1989,113,6,3,43,112,30213,6.8
2283,3092,15,1000,0,2,2004,95,4,1,69,232,62861,5.9
2284,1212,0,611,11000,0,1996,103,11,3,242,869,222018,7.2
2285,3023,17,1000,0,0,2001,91,11,3,149,478,65512,5.5
2286,2560,0,888,37000,0,1980,146,2,3,253,1320,610333,8.4
2287,3230,0,1000,39000,0,1985,116,1,1,198,809,732212,8.5
2288,2872,37,885,0,0,1999,93,11,3,147,536,45317,5.6
2289,1465,0,607,1000,6,2009,113,4,0,36,59,8346,4.1
2290,1292,8,544,0,2,2010,101,4,0,181,120,77987,6.1
2291,2020,189,500,0,2,2003,95,4,0,97,205,57479,5.4
2292,35561,93,31000,14000,1,2011,109,7,3,167,125,53977,7.1
2293,2429,2,1000,663,1,2000,85,1,2,47,119,2855,3.6
2294,2609,42,991,0,0,2010,101,11,3,308,251,93272,6.5
2295,44,6000,17,28000,0,2001,125,1,1,246,902,417971,8.6
2296,28094,79,14000,1000,2,1984,132,0,1,29,95,17982,7.0
2297,1985,33,876,53000,1,2013,131,2,0,252,236,98741,7.6
2298,4324,51,948,0,1,2008,129,1,3,102,103,72715,6.5
2299,4094,14,3000,13000,2,2010,100,4,1,134,181,71276,6.4
2300,1131,75,617,560,0,1964,172,2,7,30,91,6156,6.7
2301,5519,31,2000,0,4,2011,97,4,3,136,83,43867,6.3
2302,3260,33,1000,0,2,2012,121,2,1,102,37,5147,6.4
2303,2,22,2,238,0,1993,92,14,2,10,15,1153,5.7
2304,14579,500,12000,228,2,1996,116,6,3,31,44,3536,6.3
2305,8972,44,8000,599,0,2016,110,2,3,63,3,550,7.8
2306,120797,15,87000,0,0,2005,90,2,3,220,518,80903,6.0
2307,25489,0,12000,0,0,2002,81,4,3,241,710,143251,7.7
2308,1876,0,654,0,8,2005,97,11,3,252,662,78883,6.2
2309,151,15,82,124,2,2013,107,0,0,23,4,625,5.7
2310,43105,0,40000,15000,0,1998,118,1,3,156,648,213226,7.7
2311,7252,0,3000,13000,3,2009,100,4,0,192,287,94292,6.4
2312,2771,89,920,21000,3,2014,97,4,3,351,397,216581,6.4
2313,2085,55,789,0,0,1994,114,0,0,57,213,265818,6.9
2314,28018,545,15000,0,1,1988,130,4,1,99,204,153468,7.3
2315,505,119,332,0,1,2006,82,4,3,343,1198,297014,7.3
2316,4380,126,2000,0,1,2001,96,4,0,163,548,131801,6.2
2317,14762,12000,12000,0,1,1984,105,0,1,110,192,58743,6.6
2318,2759,301,1000,0,0,2005,122,2,0,233,522,96569,6.7
2319,2604,31,1000,0,1,1999,88,4,3,91,202,59380,5.7
2320,15044,179,12000,31000,1,2014,110,0,0,169,374,24854,3.1
2321,1615,15,723,0,0,2005,103,4,0,142,475,49077,6.3
2322,3956,8,748,265,4,2004,106,4,0,50,69,10104,5.7
2323,3151,72,1000,10000,2,2003,98,4,3,195,485,107815,7.1
2324,10557,116,8000,0,2,1997,68,4,0,129,425,183425,7.0
2325,2259,52,567,19000,10,2016,94,4,0,156,103,13562,6.1
2326,3567,42,975,0,2,2011,99,4,1,103,45,18727,6.6
2327,4223,323,1000,13000,1,1987,107,0,3,217,629,290949,7.8
2328,3076,869,692,16000,0,1984,180,7,3,134,549,270790,8.3
2329,4867,29,2000,1000,0,2008,89,11,0,146,260,27664,3.9
2330,5032,70,2000,0,4,2004,97,4,0,159,554,245989,7.0
2331,1310,22,727,0,1,2003,113,4,0,111,317,35718,6.7
2332,3261,500,1000,0,0,2001,131,2,3,187,651,65201,7.3
2333,14672,0,12000,0,0,1986,103,4,0,44,96,27149,6.3
2334,21668,0,15000,114000,8,2014,119,4,3,588,1101,395087,7.8
2335,1353,11000,594,36000,1,2013,98,2,0,415,384,150082,7.3
2336,313,521,97,0,0,2006,111,2,3,279,828,83374,7.6
2337,4868,23,2000,0,2,2003,94,2,0,97,144,36666,5.3
2338,32930,380,18000,0,3,1989,122,2,3,60,365,101889,7.9
2339,2653,8,844,588,2,1996,81,0,0,27,76,29621,5.3
2340,4877,0,2000,7000,0,1980,89,8,3,212,335,46492,6.8
2341,5024,80,2000,15000,1,2011,106,7,1,110,114,35514,7.1
2342,2032,0,643,0,0,1970,122,4,3,45,124,17277,7.2
2343,727,62,390,0,1,2009,86,4,3,190,248,52467,5.8
2344,2481,130,691,2000,1,1984,103,0,1,77,109,62009,5.8
2345,23008,17000,22000,0,1,1980,121,7,3,151,494,235133,8.3
2346,4947,7,2000,0,0,2009,109,2,0,111,77,25344,5.6
2347,605,272,155,0,1,1985,109,1,0,64,86,14870,6.8
2348,5734,64,808,0,0,2009,123,4,1,134,82,14062,5.0
2349,11984,0,11000,63000,0,2010,94,1,3,450,440,279179,7.6
2350,23283,11000,11000,812,0,2000,94,4,1,128,192,31169,6.7
2351,1201,13,757,0,2,2000,115,2,0,68,210,15817,6.7
2352,10691,24,10000,0,13,2015,107,4,0,97,68,9051,5.7
2353,18711,38,17000,591,0,2004,91,4,1,54,49,8023,5.2
2354,21622,34,16000,0,0,2001,125,2,3,99,359,39105,7.5
2355,28933,0,14000,23000,0,2015,122,7,3,412,307,93548,7.2
2356,4072,0,946,0,1,2009,102,4,0,107,80,28209,5.3
2357,16004,44,12000,0,2,2009,90,4,3,192,105,64646,6.5
2358,927,28,372,346,0,1981,98,0,1,25,41,1400,5.0
2359,14995,128,11000,813,0,2001,109,2,3,104,213,23728,6.1
2360,1067,0,517,2000,0,1981,107,5,3,120,149,27629,7.4
2361,676,31,210,4000,1,2013,90,0,0,146,109,19586,4.4
2362,1466,0,805,0,0,1997,112,2,3,124,287,46396,7.5
2363,1673,0,712,3000,2,2014,94,4,0,107,48,8895,5.7
2364,2368,6,723,0,1,1989,105,1,1,11,35,7470,5.5
2365,847,109,405,562,2,2004,104,4,3,93,112,10680,7.1
2366,711,213,567,0,0,1986,112,2,3,38,118,29591,5.9
2367,1263,25,1000,0,0,1981,108,0,1,60,102,10832,6.7
2368,1341,97,577,0,2,2009,112,7,3,184,82,15352,7.0
2369,56585,13000,40000,0,1,1994,127,7,3,148,420,142416,7.9
2370,39307,655,24000,0,1,2013,111,2,0,217,111,31898,6.9
2371,653,44,627,0,0,2007,126,1,3,160,165,37635,7.3
2372,46944,0,27000,12000,4,2008,114,0,3,209,192,194489,7.3
2373,1356,379,456,0,2,1982,99,0,1,40,54,2541,3.5
2374,1645,0,597,0,0,1996,150,2,0,85,224,30618,7.8
2375,1598,78,989,0,0,2009,117,7,1,83,53,6091,7.4
2376,5671,337,4000,0,0,2016,112,1,0,263,156,31359,6.7
2377,14843,11000,11000,827,2,2003,108,4,3,128,155,25165,6.4
2378,39463,6,25000,18000,2,2013,116,7,3,186,119,27882,7.1
2379,167,0,63,0,0,2009,144,2,3,292,193,52958,7.8
2380,2319,28,1000,0,2,1986,93,0,3,70,100,10082,5.9
2381,4094,154,1000,2000,0,2002,103,6,3,79,180,26730,7.2
2382,1083,190,364,19000,0,2013,93,15,3,103,56,13359,7.2
2383,2215,34,663,1000,1,2008,98,6,3,97,93,14324,5.1
2384,198,157,84,342,0,2009,114,13,5,59,20,2541,5.5
2385,2705,0,854,271,2,1999,121,0,3,10,42,899,6.2
2386,1592,0,1000,3000,1,1985,87,11,6,184,419,49669,7.2
2387,3212,55,1000,0,1,2016,92,0,3,23,50,4510,5.2
2388,1185,2,805,0,0,2006,105,0,3,112,90,14325,6.7
2389,4142,78,2000,0,1,2015,90,2,3,45,49,4693,6.3
2390,1243,130,444,0,1,1985,89,0,0,59,95,30215,5.0
2391,25804,89,22000,10000,2,2012,114,2,3,195,140,48162,6.2
2392,17584,99,15000,0,2,2007,119,4,3,256,555,422606,7.6
2393,3699,0,923,804,0,2009,103,4,0,44,45,9544,4.1
2394,13545,512,11000,0,2,2014,91,0,3,59,34,5693,5.3
2395,816,209,158,0,2,2008,98,2,0,97,108,67653,6.2
2396,14385,19,11000,0,1,2005,80,0,1,142,247,45900,6.5
2397,4142,83,3000,12000,1,2004,121,2,0,187,609,264533,8.1
2398,2124,87,866,0,1,2007,94,0,3,193,376,140780,6.3
2399,1373,148,549,0,5,2013,93,2,1,40,17,1633,4.4
2400,16735,32,13000,0,4,2014,93,0,3,46,101,13133,4.6
2401,245,0,109,204,0,2002,116,6,3,38,67,4387,6.0
2402,956,448,482,20000,0,2001,101,8,0,239,1109,268581,7.6
2403,4228,0,2000,18000,1,1986,154,0,3,250,1076,488537,8.4
2404,1164,165,453,0,1,1964,170,2,7,82,258,66959,7.9
2405,50284,13,45000,0,1,1997,99,11,3,140,419,105585,5.6
2406,3627,42,839,14000,1,2014,104,4,3,129,147,106820,6.5
2407,2170,729,912,0,0,2004,126,1,3,285,835,149966,7.5
2408,35345,422,33000,0,2,2006,110,4,3,91,177,54710,6.3
2409,4400,0,2000,12000,0,1978,101,11,3,318,1191,157857,7.9
2410,6229,611,5000,0,4,2002,80,0,0,283,841,149414,7.9
2411,2164,9,818,309,1,2003,87,4,1,52,48,3407,5.1
2412,5306,92,1000,7000,5,2013,123,4,3,56,64,11600,6.7
2413,19410,248,16000,3000,0,2006,109,0,3,186,482,121058,6.7
2414,1978,52,723,12000,0,2010,90,11,3,178,279,67978,5.6
2415,3294,36,1000,2000,0,2002,96,4,3,140,207,62272,5.6
2416,25549,364,12000,30000,0,2010,125,0,1,469,665,264186,6.8
2417,9271,12,8000,0,2,1998,82,4,0,63,239,48458,6.2
2418,17396,33,15000,16000,1,2011,86,2,0,148,129,64190,5.6
2419,4500,192,1000,0,0,2006,108,11,3,265,855,129719,6.4
2420,2713,39,593,320,1,2003,98,4,0,75,117,11815,5.6
2421,952,51,427,21000,0,2015,129,7,1,113,83,23480,7.4
2422,4797,17,918,0,7,2010,99,4,0,62,30,7991,4.9
2423,1538,49,680,874,0,2006,105,4,0,54,92,8522,6.0
2424,12676,36,10000,36000,4,2012,112,4,0,223,250,213898,7.2
2425,3344,19,973,476,2,2001,108,4,0,50,107,12993,4.9
2426,2365,0,989,0,1,1998,121,6,3,125,416,50656,7.5
2427,4060,11,1000,814,0,2002,89,11,0,81,271,10885,4.8
2428,2135,0,690,110,2,2006,89,4,0,37,112,9104,3.1
2429,2020,11,1000,339,0,1999,73,1,2,44,37,2045,5.8
2430,6317,847,3000,4000,1,2009,132,6,3,197,138,52852,6.7
2431,1567,117,715,419,3,1963,154,0,6,15,50,4550,6.8
2432,673,201,394,70000,0,2013,96,11,3,543,789,125016,6.5
2433,2016,80,567,0,1,2009,98,4,0,112,75,15033,5.9
2434,5992,80,2000,300,6,2006,107,4,0,153,217,22639,5.5
2435,3007,22,1000,1000,6,1987,134,0,1,94,259,33570,3.6
2436,760,8,328,238,0,2007,94,2,0,62,18,4600,3.3
2437,27381,47,23000,0,2,2006,122,0,3,157,419,88590,7.4
2438,1727,9,767,352,3,2004,128,7,1,35,64,3222,6.7
2439,805,3,400,154,0,1986,97,1,0,21,28,4081,3.0
2440,4210,168,3000,15000,3,2006,110,2,0,236,645,295375,7.6
2441,1262,4,634,0,0,1981,102,1,1,50,27,1275,6.4
2442,409,541,214,0,1,2003,98,7,3,106,113,16234,6.9
2443,14492,30,14000,0,1,2014,120,6,3,106,39,13762,6.6
2444,2340,219,1000,0,6,2006,160,4,3,173,238,32671,5.5
2445,1364,0,677,0,0,2008,80,1,1,41,39,10706,6.6
2446,1769,22,669,903,0,1977,91,10,1,41,71,3701,5.2
2447,730,57,465,0,1,2012,83,11,0,145,108,16268,4.1
2448,5433,6,3000,0,1,1991,102,4,0,31,115,55895,6.8
2449,25173,30,21000,0,2,2006,122,7,3,105,97,13239,6.5
2450,4210,168,3000,15000,3,2006,110,2,0,236,645,295375,7.6
2451,1607,0,826,0,2,1987,126,6,3,114,219,119150,7.4
2452,41059,0,25000,0,2,1995,136,2,1,69,196,78392,7.7
2453,12554,11,11000,0,1,2007,120,7,1,150,151,46204,7.1
2454,2785,18,714,0,2,2007,108,4,0,72,50,37700,6.3
2455,2282,26,638,0,0,2003,126,2,3,158,469,56665,7.6
2456,51609,608,49000,23000,0,1989,128,4,1,96,491,277451,8.0
2457,2985,137,879,0,2,1994,113,4,0,84,438,288451,7.3
2458,485,0,227,0,0,1989,89,4,3,114,273,149108,7.6
2459,2330,0,844,0,0,1982,129,2,3,79,154,26310,7.8
2460,3889,480,1000,0,5,2000,94,4,3,103,302,132963,6.5
2461,23369,48,23000,0,0,1999,106,4,3,67,267,35312,6.4
2462,4606,405,996,30000,0,2011,100,4,0,576,583,190030,8.0
2463,12183,687,10000,0,1,2009,89,2,0,178,230,42182,4.8
2464,27911,0,13000,71000,2,2012,94,1,0,487,377,237848,7.8
2465,26402,473,20000,0,0,2006,83,11,3,196,366,56269,5.9
2466,824,19,241,0,0,2016,111,2,0,24,30,1449,5.4
2467,3058,11,911,1000,2,2002,80,4,1,56,307,18254,3.3
2468,1322,0,634,27000,0,2006,112,2,3,406,1083,467234,8.2
2469,4194,14,1000,393,0,2001,94,0,1,51,53,7392,5.4
2470,3107,309,939,1000,2,2001,130,6,3,41,81,9566,6.4
2471,5349,26,3000,0,1,2011,91,2,0,138,115,29147,4.8
2472,2543,29,861,0,0,2001,91,1,0,78,205,41664,5.9
2473,874,23,633,0,2,1991,110,0,3,40,72,28736,5.5
2474,485,1000,175,17000,1,2007,121,0,3,285,687,352695,7.9
2475,3485,15,851,0,4,2008,114,4,0,124,125,16582,4.9
2476,19894,11000,19000,14000,0,2008,96,2,0,275,365,198111,7.2
2477,18786,24,15000,18000,9,2016,100,4,3,81,46,4654,6.7
2478,3451,7,3000,487,3,2000,94,4,0,67,134,13661,5.3
2479,2572,7,835,0,0,2002,109,2,0,103,171,25549,7.2
2480,24805,45,24000,6000,1,2009,107,4,3,300,294,92712,5.1
2481,11078,22,8000,492,0,2000,96,4,0,84,148,11768,5.6
2482,1653,11000,854,0,0,1987,88,4,1,64,91,24256,7.6
2483,15044,179,12000,31000,1,2014,110,0,0,169,374,24854,3.1
2484,22088,47,21000,24000,0,2010,113,2,0,158,361,113963,7.2
2485,1882,6,812,371,1,2003,101,4,0,46,95,8215,5.7
2486,14677,121,11000,818,0,1988,105,4,0,15,55,21079,5.2
2487,33865,438,18000,0,2,1993,125,2,0,68,261,178731,7.7
2488,2389,9,599,0,0,1999,100,5,3,111,302,51996,7.0
2489,3835,3,1000,177,1,2004,97,4,0,21,20,2385,3.6
2490,1945,38,940,392,7,1979,108,0,1,42,90,5237,4.9
2491,1227,28,555,573,0,2000,112,4,3,65,123,8217,6.0
2492,12766,11000,11000,762,0,2002,112,4,0,109,148,21613,6.6
2493,2518,89,1000,0,0,1999,95,4,3,42,194,30682,6.8
2494,1852,85,1000,0,1,1986,110,0,3,112,316,98629,7.2
2495,1889,369,1000,0,1,2007,118,2,3,146,88,24104,7.2
2496,3100,34,503,0,1,1997,97,0,0,36,62,8687,2.8
2497,11019,115,10000,0,3,2013,120,2,3,230,70,20616,6.6
2498,2096,133,898,356,0,2005,135,2,0,64,78,5321,6.7
2499,5056,0,3000,23000,0,2013,101,6,3,393,212,92640,7.0
2500,3935,29,939,0,9,2004,92,4,3,75,150,18271,4.4
2501,11091,6,10000,921,1,2008,92,2,3,67,42,5664,6.2
2502,943,929,488,23000,0,2009,161,2,5,216,192,45449,7.3
2503,3086,143,1000,0,2,2012,92,4,0,54,42,7444,5.1
2504,4453,529,1000,115000,0,2009,93,2,2,84,304,155249,8.1
2505,5273,22,5000,0,0,2013,110,6,3,69,43,12817,6.7
2506,2896,0,883,0,1,2014,122,2,3,208,132,21370,6.6
2507,3104,10,890,939,3,2002,91,4,0,32,40,5312,4.5
2508,699,460,232,824,1,2002,115,2,3,78,180,8624,6.6
2509,3583,4,844,282,0,2001,94,2,1,21,26,1033,6.5
2510,4329,7,1000,191,0,2005,93,2,3,40,24,3299,5.9
2511,303,7,235,0,1,2001,94,0,3,40,91,29392,6.6
2512,1120,571,499,0,0,2006,95,4,3,251,352,61912,6.5
2513,3464,102,901,0,1,1984,105,0,3,94,175,126464,7.3
2514,7521,0,3000,20000,5,1990,103,4,1,102,305,311075,7.5
2515,21499,12000,19000,3000,4,1987,102,4,1,21,42,36918,5.9
2516,14701,521,13000,0,1,1982,116,4,1,94,194,77366,7.4
2517,13069,12000,10000,19000,2,1986,110,0,1,173,388,219171,6.9
2518,129,0,103,0,3,2000,120,0,0,287,1641,217740,7.9
2519,19078,0,18000,22000,0,1999,122,2,3,176,2715,822500,8.4
2520,15732,0,14000,64000,0,2010,118,7,3,479,636,503631,8.0
2521,2151,425,742,0,1,1988,107,4,1,27,79,87538,6.0
2522,30978,4,17000,1000,1,2008,102,2,0,60,36,6723,6.8
2523,2592,14000,852,6000,0,1985,154,2,0,70,199,60988,7.8
2524,213,2,94,558,2,2009,103,0,3,43,25,2659,5.7
2525,13390,335,11000,0,2,2016,141,1,0,1,1,62,6.1
2526,20295,77,19000,165000,1,2014,114,7,0,454,608,467613,8.1
2527,2419,6,1000,855,1,1980,109,4,3,25,60,18140,6.1
2528,2667,150,874,0,0,1980,124,7,1,46,84,12974,7.5
2529,20154,87,17000,0,1,2010,94,4,1,111,103,32002,6.2
2530,1949,127,1000,57000,1,2013,100,8,0,393,304,134869,6.2
2531,4400,0,2000,12000,0,1978,101,11,3,318,1191,157857,7.9
2532,3617,11000,816,0,1,1983,98,1,3,55,183,71183,7.4
2533,1018,79,925,26000,0,2013,102,4,3,157,162,77724,6.6
2534,486,350,326,0,0,2006,94,7,0,280,421,85333,7.3
2535,1953,13000,925,15000,3,1988,92,4,1,109,306,189413,7.5
2536,6510,0,2000,1000,8,2007,113,4,0,41,100,9811,5.6
2537,29370,44,23000,0,4,1994,115,2,1,27,132,36624,7.3
2538,11946,43,11000,29000,0,2012,95,2,0,462,509,139749,6.4
2539,2452,165,1000,0,0,2006,87,11,0,152,468,34711,5.0
2540,3707,189,934,896,1,2002,88,1,1,69,99,29008,5.4
2541,34025,517,22000,11000,2,1978,183,2,3,140,1026,232577,8.2
2542,29252,272,22000,12000,0,1997,97,4,3,130,218,67604,7.1
2543,3423,13,925,0,1,2003,94,1,1,66,172,27580,5.3
2544,15800,29,12000,12000,1,2013,112,0,0,238,122,64747,6.5
2545,4567,66,3000,27000,0,2015,98,4,0,198,181,29867,6.2
2546,12170,0,4000,0,1,1998,104,11,3,154,502,92074,6.4
2547,114,13,90,0,0,1993,118,7,3,19,59,13442,7.2
2548,40117,446,22000,2000,3,1997,120,6,3,131,207,69576,6.9
2549,15369,11,11000,0,0,2001,99,4,3,97,393,80305,5.7
2550,27788,453,15000,38000,2,2012,109,6,3,355,336,181025,7.7
2551,44037,488,15000,11000,1,2015,105,4,0,138,172,39782,5.4
2552,26652,357,23000,0,0,2000,106,0,0,102,193,26846,5.6
2553,14100,120,13000,90000,0,2014,123,7,0,419,388,265507,7.7
2554,4435,14,833,0,3,2003,86,4,0,37,87,15939,5.1
2555,22383,18,20000,0,2,2000,120,4,0,78,240,27044,6.8
2556,1076,767,607,11000,8,1962,227,1,1,181,559,192775,8.4
2557,3226,0,908,3000,0,2009,119,11,3,220,491,36372,4.9
2558,4896,212,2000,38000,1,2014,115,1,3,349,252,86664,7.1
2559,3861,29,956,0,0,2009,114,6,3,241,279,67822,6.6
2560,2666,6,1000,0,0,2005,90,4,0,103,250,38248,6.1
2561,5440,28,2000,0,5,2002,94,4,3,151,614,26905,4.1
2562,18003,255,14000,15000,0,2010,106,0,0,344,637,229687,5.8
2563,20060,0,18000,33000,0,1987,98,1,1,185,718,294163,8.1
2564,22745,18000,18000,0,1,2007,126,7,0,112,118,47626,7.6
2565,34337,0,33000,81000,0,2011,100,6,3,676,1264,431578,7.8
2566,2167,10,811,810,8,2004,89,4,1,74,105,23408,4.6
2567,1450,13,818,849,0,1998,111,4,3,65,132,15582,6.0
2568,11471,35,10000,0,1,2007,100,2,3,274,713,212167,7.0
2569,525,49,116,0,0,2014,115,2,1,50,64,12596,6.7
2570,3462,61,907,1000,5,2005,106,4,1,96,88,8427,6.4
2571,5135,107,1000,0,0,2000,124,2,0,68,116,14322,7.2
2572,2044,5,893,0,1,1997,107,0,3,111,296,73347,7.4
2573,16461,3,14000,0,3,2009,99,4,0,128,143,33088,4.8
2574,608,31,193,949,0,2000,90,1,3,160,457,28964,4.0
2575,1812,26,838,6000,0,1996,101,2,3,93,195,57140,6.2
2576,20391,11000,19000,0,3,2005,119,2,3,278,735,166269,7.7
2577,1002,20,512,0,2,2010,103,1,2,81,52,13874,6.7
2578,12749,133,12000,0,1,1993,134,2,1,58,156,45703,7.9
2579,3677,0,3000,0,15,1997,155,2,3,153,560,189032,7.9
2580,2210,11,1000,466,0,1993,94,0,3,25,55,17074,5.5
2581,3845,15,1000,1000,0,2006,95,1,1,46,76,6095,6.2
2582,2559,7,919,0,0,2007,89,11,3,161,211,49721,5.1
2583,2682,83,912,243,2,2000,97,11,3,108,227,13048,4.1
2584,2661,13,882,0,2,2002,90,2,1,69,127,17983,6.7
